row_number,transaction_id,rule_id,field,value,error_message
6238,TXN_1328953,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6242,TXN_2909634,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6244,TXN_5390533,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6247,TXN_4260865,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6256,TXN_7455953,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6259,TXN_6206679,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6265,TXN_4570881,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6285,TXN_4677478,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6293,TXN_7809506,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6298,TXN_9417344,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6302,TXN_9337894,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6307,TXN_2802630,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6310,TXN_4213071,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6322,TXN_5031020,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6325,TXN_1022220,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6326,TXN_7144740,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6327,TXN_7666945,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6329,TXN_4900574,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6330,TXN_7838576,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6333,TXN_2964794,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6335,TXN_4432082,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6337,TXN_4194115,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6342,TXN_4835929,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6344,TXN_9861432,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6345,TXN_8271278,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6347,TXN_4208919,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6350,TXN_5844851,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6351,TXN_7243779,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6354,TXN_4155001,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6363,TXN_8306028,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6365,TXN_4383002,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6367,TXN_2301001,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6372,TXN_8127433,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6375,TXN_3212317,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6378,TXN_9128859,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6379,TXN_9375649,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6386,TXN_5053064,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6390,TXN_8195843,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6398,TXN_6885218,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6399,TXN_3845871,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6409,TXN_1613996,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6416,TXN_9714116,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6419,TXN_1776070,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6420,TXN_4271502,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6426,TXN_5332538,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6432,TXN_3374262,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6435,TXN_9211917,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6438,TXN_3403409,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6439,TXN_1398511,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6443,TXN_4439660,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6445,TXN_7502558,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6447,TXN_5921766,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6449,TXN_2000331,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6451,TXN_3431892,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6454,TXN_3061405,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6457,TXN_3638761,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6467,TXN_6712087,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6468,TXN_1862184,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6470,TXN_6433525,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6472,TXN_6745398,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6477,TXN_2265543,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6478,TXN_7360979,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6480,TXN_3214521,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6489,TXN_1413310,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6491,TXN_9496018,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6496,TXN_4001774,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6499,TXN_1873800,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6500,TXN_3602823,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6505,TXN_6874059,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6506,TXN_3843111,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6514,TXN_9094628,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6519,TXN_6896663,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6524,TXN_5853281,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6528,TXN_9684822,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6532,TXN_6179190,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6537,TXN_1022126,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6542,TXN_6425706,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6543,TXN_5996973,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6544,TXN_2561970,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6546,TXN_5926982,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6548,TXN_4539758,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6550,TXN_8152941,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6551,TXN_2987590,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6559,TXN_3232043,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6560,TXN_3251340,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6565,TXN_2238658,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6566,TXN_2564718,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6568,TXN_6533450,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6574,TXN_2161957,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6575,TXN_3647474,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6579,TXN_4819416,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6586,TXN_3679245,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6590,TXN_9863114,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6592,TXN_6660602,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6594,TXN_7049149,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6595,TXN_4112230,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6596,TXN_1675510,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6607,TXN_2887528,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6609,TXN_5775717,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6614,TXN_4359568,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6615,TXN_3941164,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6639,TXN_7970325,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6640,TXN_8521037,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6648,TXN_6383779,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6653,TXN_3762778,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6656,TXN_8803798,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6659,TXN_3630892,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6666,TXN_6486912,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6670,TXN_6376329,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6672,TXN_4831525,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6679,TXN_8362750,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6684,TXN_6815741,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6689,TXN_8211303,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6690,TXN_8472252,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6696,TXN_1777171,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6704,TXN_8903514,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6706,TXN_2099497,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6712,TXN_6226412,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6715,TXN_2571835,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6718,TXN_1191068,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6727,TXN_7521634,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6728,TXN_2174821,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6737,TXN_5906365,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6738,TXN_3956062,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6741,TXN_7821658,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6745,TXN_7241859,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6748,TXN_5381129,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6751,TXN_1488458,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6757,TXN_9531201,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6762,TXN_8018272,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6769,TXN_2346362,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6771,TXN_9039882,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6779,TXN_4165923,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6780,TXN_1467367,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6781,TXN_2018943,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6799,TXN_1978687,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6804,TXN_7543765,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6806,TXN_9786525,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6807,TXN_9874256,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6808,TXN_3120637,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6812,TXN_8046087,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6817,TXN_6420900,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6821,TXN_9890279,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6822,TXN_3456057,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6823,TXN_9626920,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6825,TXN_4224350,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6832,TXN_3232227,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6839,TXN_4615245,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6840,TXN_1464694,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6843,TXN_5578380,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6845,TXN_5744026,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6846,TXN_1759314,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6847,TXN_2050630,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6850,TXN_8572783,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6852,TXN_4284507,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6858,TXN_6037924,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6873,TXN_7777864,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6878,TXN_7004494,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6879,TXN_1302920,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6880,TXN_8175702,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6882,TXN_7755372,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6885,TXN_5743616,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6887,TXN_6047710,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6890,TXN_6626928,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6894,TXN_7735127,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6902,TXN_6581580,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6905,TXN_7581760,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6907,TXN_9107842,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6909,TXN_2194660,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6914,TXN_2205690,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6916,TXN_6425954,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6917,TXN_9131153,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6918,TXN_1332623,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6927,TXN_1995528,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6930,TXN_1727281,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6931,TXN_2437112,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6932,TXN_8240436,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6941,TXN_5296083,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6947,TXN_7937905,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6949,TXN_8209509,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6953,TXN_7991782,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6964,TXN_3121483,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6966,TXN_7595042,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6972,TXN_6034596,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6979,TXN_4406290,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6981,TXN_3585097,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6983,TXN_5367923,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6989,TXN_7021722,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6990,TXN_1466002,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6993,TXN_8555334,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6994,TXN_9749790,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6997,TXN_8477945,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
6999,TXN_4937411,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7022,TXN_8990101,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7023,TXN_8789137,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7025,TXN_6846861,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7027,TXN_2770536,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7041,TXN_8349096,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7044,TXN_6206421,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7053,TXN_3202346,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7059,TXN_3402368,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7071,TXN_5520841,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7073,TXN_4907008,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7074,TXN_9833793,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7075,TXN_6297375,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7077,TXN_8588174,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7079,TXN_2917349,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7081,TXN_9949241,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7088,TXN_9614646,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7091,TXN_3233211,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7092,TXN_1607650,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7095,TXN_6125085,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7097,TXN_8850815,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7100,TXN_1893337,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7104,TXN_2437751,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7107,TXN_5426405,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7110,TXN_9905396,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7111,TXN_1955127,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7112,TXN_1296879,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7120,TXN_8436360,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7127,TXN_7171303,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7134,TXN_6699343,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7136,TXN_2184573,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7137,TXN_4779439,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7139,TXN_6337189,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7140,TXN_6071905,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7145,TXN_5641209,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7160,TXN_5208377,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7176,TXN_3346749,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7178,TXN_1170807,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7182,TXN_9529846,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7187,TXN_3172621,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7192,TXN_2831842,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7194,TXN_8951525,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7196,TXN_3896128,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7197,TXN_6554101,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7198,TXN_3500571,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7201,TXN_9196658,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7202,TXN_7330330,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7203,TXN_8953489,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7212,TXN_8363711,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7227,TXN_4216821,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7230,TXN_5188872,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7234,TXN_7187578,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7248,TXN_9969706,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7249,TXN_1915046,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7251,TXN_1773856,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7253,TXN_8639879,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7257,TXN_6598343,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7260,TXN_7362776,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7264,TXN_6529863,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7272,TXN_9608271,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7274,TXN_2536821,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7275,TXN_5820621,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7276,TXN_2878994,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7277,TXN_8014973,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7278,TXN_6492477,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7280,TXN_4496616,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7283,TXN_8078312,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7285,TXN_9836829,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7287,TXN_1604072,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7290,TXN_4314504,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7292,TXN_4649079,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7293,TXN_6383336,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7294,TXN_7605163,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7300,TXN_1329167,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7319,TXN_7963892,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7325,TXN_2817210,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7334,TXN_9505924,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7335,TXN_9482559,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7342,TXN_2158361,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7350,TXN_6312039,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7353,TXN_2693278,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7361,TXN_2334962,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7362,TXN_9321776,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7363,TXN_2574545,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7364,TXN_7625537,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7371,TXN_9175684,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7372,TXN_1640649,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7380,TXN_2838588,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7385,TXN_7418562,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7390,TXN_7840510,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7397,TXN_4256200,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7406,TXN_7662502,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7408,TXN_7331903,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7411,TXN_4891221,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7414,TXN_2178059,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7419,TXN_3670103,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7428,TXN_3373997,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7430,TXN_4477016,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7433,TXN_7246698,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7436,TXN_6780463,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7437,TXN_5975573,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7448,TXN_4108869,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7449,TXN_6011341,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7450,TXN_5257531,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7456,TXN_9208629,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7460,TXN_2282416,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7463,TXN_2947683,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7466,TXN_9129298,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7468,TXN_3843943,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7471,TXN_9549021,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7473,TXN_9732454,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7476,TXN_8048357,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7480,TXN_9710982,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7484,TXN_6684056,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7485,TXN_6085326,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7488,TXN_7312448,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7489,TXN_2201857,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7495,TXN_7755216,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7517,TXN_5757196,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7520,TXN_7482834,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7525,TXN_3738314,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7526,TXN_3200434,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7533,TXN_9890734,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7544,TXN_9298882,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7546,TXN_5896141,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7548,TXN_6929664,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7556,TXN_5923474,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7559,TXN_8269366,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7561,TXN_3785049,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7562,TXN_8819928,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7564,TXN_8657361,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7566,TXN_8076449,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7571,TXN_9714665,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7572,TXN_4155770,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7577,TXN_8526084,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7582,TXN_4798335,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7583,TXN_9336674,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7585,TXN_5929633,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7586,TXN_9323014,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7588,TXN_1473693,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7589,TXN_3827851,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7598,TXN_1021087,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7600,TXN_2530326,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7609,TXN_9590819,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7618,TXN_2119325,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7620,TXN_8211133,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7622,TXN_3543133,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7627,TXN_2873573,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7632,TXN_2898571,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7634,TXN_9430262,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7638,TXN_8567172,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7660,TXN_1801691,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7661,TXN_6424195,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7664,TXN_7416669,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7665,TXN_3693990,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7667,TXN_4141765,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
7674,TXN_7558010,DQ-REQ-PAY,Payment Method,nan,Required field is missing.
